,Artist,Rating,Song,Year
87,Michael Bolton,88,When I’m Back On My Feet Again,1990
88,Keith Sweat,89,Make You Sweat,1990
89,New Kids On The Block,90,This One’s For The Children,1990
90,Aerosmith,91,What It Takes,1990
91,Kiss,92,Forever,1990
92,The Time,93,Jerk Out,1990
93,Biz Markie,94,Just A Friend,1990
94,A’me Lorain,95,Whole Wide World,1990
95,Motley Crue,96,Without You,1990
96,Jive Bunny and The Master Mixers,97,Swing The Mood,1990
97,Prince,98,Thieves In The Temple,1990
98,Mellow Man Ace,99,Mentirosa,1990
99,Kyper,100,Tic-Tac-Toe,1990
0,Bryan Adams,1,(Everything I Do) I Do It For You,1991
1,Color Me Badd,2,I Wanna Sex You Up,1991
2,C+C Music Factory,3,Gonna Make You Sweat,1991
3,Paula Abdul,4,Rush Rush,1991
4,Timmy T,5,One More Try,1991
5,EMF,6,Unbelievable,1991
6,Extreme,7,More Than Words,1991
7,Hi-Five,8,I Like The Way (The Kissing Game),1991
8,Surface,9,The First Time,1991
9,Amy Grant,10,"Baby, Baby",1991
10,Boyz II Men,11,Motownphilly,1991
11,Stevie B,12,Because I Love You (The Postman Song),1991
12,Mariah Carey,13,Someday,1991
13,Damn Yankees,14,High Enough,1991
14,Bette Midler,15,From A Distance,1991
15,Whitney Houston,16,All The Man That I Need,1991
16,Jesus Jones,17,"Right Here, Right Now",1991
17,Color Me Badd,18,I Adore Mi Amor,1991
18,Janet Jackson,19,Love Will Never Do (Without You),1991
19,Marky Mark and The Funky Bunch feat. Loleatta Holloway,20,Good Vibrations,1991
20,Madonna,21,Justify My Love,1991
21,Mariah Carey,22,Emotions,1991
22,Roxette,23,Joyride,1991
23,Karyn White,24,Romantic,1991
24,Tara Kemp,25,Hold You Tight,1991
25,Mariah Carey,26,I Don’t Wanna Cry,1991
26,Wilson Phillips,27,You’re In Love,1991
27,Amy Grant,28,Every Heartbeat,1991
28,Ralph Tresvant,29,Sensitivity,1991
29,Cathy Dennis,30,Touch Me (All Night Long),1991
30,Londonbeat,31,I’ve Been Thinking About You,1991
31,Natural Selection,32,Do Anything,1991
32,R.E.M.,33,Losing My Religion,1991
33,Gloria Estefan,34,Coming Out Of The Dark,1991
34,Lenny Kravitz,35,It Ain’t Over ‘Til It’s Over,1991
35,C+C Music Factory,36,Here We Go,1991
36,Celine Dion,37,Where Does My Heart Beat Now,1991
37,D.J. Jazzy Jeff and The Fresh Prince,38,Summertime,1991
38,Scorpions,39,Wind Of Change,1991
39,Rhythm Syndicate,40,P.A.S.S.I.O.N.,1991
40,Paula Abdul,41,The Promise Of A New Day,1991
41,Whitney Houston,42,I’m Your Baby Tonight,1991
42,Firehouse,43,Love Of A Lifetime,1991
43,Roxette,44,Fading Like A Flower (Every Time You Leave),1991
44,Tracie Spencer,45,This House,1991
45,Extreme,46,Hole Hearted,1991
46,Luther Vandross,47,Power Of Love-Love Power,1991
47,Wilson Phillips,48,Impulsive,1991
48,Michael Bolton,49,Love Is A Wonderful Thing,1991
49,Rod Stewart,50,Rhythm Of My Heart,1991
50,C+C Music Factory,51,Things That Make You Go Hmmmm…,1991
51,Divinyls,52,I Touch Myself,1991
52,DMA,53,Tom’s Diner,1991
53,Another Bad Creation,54,Iesha,1991
54,Bonnie Raitt,55,Something To Talk About,1991
55,Nelson,56,After The Rain,1991
56,Vanilla Ice,57,Play That Funky Music,1991
57,Corina,58,Temptation,1991
58,Bryan Adams,59,Can’t Stop This Thing We Started,1991
59,Hi-Five,60,I Can’t Wait Another Minute,1991
60,The KLF,61,3 A.M. Eternal,1991
61,Michael Bolton,62,Time. Love And Tenderness,1991
62,Enigrna,63,Saideness Part I,1991
63,LL Cool J,64,Around The Way Girl,1991
64,Escape Club,65,I’ll Be There,1991
65,Prince And The N.P.G.,66,Cream,1991
66,Heavy D. and The Boyz,67,Now That We Found Love,1991
67,Styx,68,Show Me The Way,1991
68,Mariah Carey,69,Love Takes Time,1991
69,Rick Astley,70,Cry For Help,1991
70,UB40,71,The Way You Do The Things You Do,1991
71,UB40,72,Here I Am (Come And Take Me),1991
72,Tesla,73,Signs,1991
73,Cathy Dennis,74,Too Many Walls,1991
74,Seal,75,Crazy,1991
75,Keith Sweat,76,I’ll Give All My Love To You,1991
76,Michael W. Smith,77,Place In This World,1991
77,Poison,78,Something To Believe In,1991
78,Chris Issak,79,Wicked Game,1991
79,Oleta Adams,80,Get Here,1991
80,Tevin Campbell,81,Round And Round,1991
81,Queensryche,82,Silent Lucidity,1991
82,Will To Power,83,I’m Not In Love,1991
83,Tara Kemp,84,Piece Of My Heart,1991
84,Jesus Jones,85,Real Real Real,1991
85,Cathy Dennis,86,Just Another Dream,1991
86,Aaron Neville,87,Everybody Plays The Fool,1991
87,Black Box,88,Strike It Up,1991
88,Gerardo,89,Rico Suave,1991
89,INXS,90,Disappear,1991
90,Deee-Lite,91,Groove Is In The Heart,1991
91,Sting,92,All This Time,1991
92,Chesney Hawkes,93,The One And Only,1991
93,Naughty By Nature,94,O.P.P.,1991
94,George Michael,95,Freedom 90,1991
95,Warrent,96,I Saw Red,1991
96,Winger,97,Miles Away,1991
97,Salt-N-Pepa,98,Do You Want Me,1991
98,Rod Stewart,99,The Motown Song,1991
99,R.E.M.,100,Shiny Happy People,1991
0,Boyz II Men,1,End Of The Road,1992
1,Sir Mix A-lot,2,Baby Got Back,1992
2,Kris Kross,3,Jump,1992
3,Vanessa Williams,4,Save The Best For Last,1992
4,TLC,5,Baby-Baby-Baby,1992
5,Eric Clapton,6,Tears In Heaven,1992
6,En Vogue,7,My Lovin’ (You’re Never Gonna Get It),1992
7,Red Hot Chili Peppers,8,Under The Bridge,1992
8,Color Me Badd,9,All 4 Love,1992
9,Jon Secada,10,Just Another Day,1992
10,Shanice,11,I Love Your Smile,1992
11,Mr. Big,12,To Be With You,1992
12,Right Said Fred,13,I’m Too Sexy,1992
13,Michael Jackson,14,Black Or White,1992
14,Billy Ray Cyrus,15,Achy Breaky Heart,1992
15,Mariah Carey,16,I’ll Be There,1992
16,Guns N’ Roses,17,November Rain,1992
17,Tom Cochrane,18,Life Is A Highway,1992
18,Michael Jackson,19,Remember The Time,1992
19,CeCe Peniston,20,Finally,1992
20,Madonna,21,This Used To Be My Playground,1992
21,Patty Smyth,22,Sometimes Love Just Ain’t Enough,1992
22,Mariah Carey,23,Can’t Let Go,1992
23,House Of Pain,24,Jump Around,1992
24,Prince and The N.P.G.,25,Diamonds And Pearls,1992
25,George Michael and Elton John,26,Don’t Let The Sun Go Down On Me,1992
26,Atlantic Starr,27,Masterpiece,1992
27,Celine Dion,28,If You Asked Me To,1992
28,En Vogue,29,Giving Him Something He Can Feel,1992
29,Joe Public,30,Live And Learn,1992
30,Jodeci,31,Come & Talk To Me,1992
31,Nirvana,32,Smells Like Teen Spirit,1992
32,Bobby Brown,33,Humpin’ Around,1992
33,Sophie B. Hawkins,34,Damn I Wish I Was Your Lover,1992
34,Teven Campbell,35,Tell Me What You Want Me To Do,1992
35,TLC,36,Ain’t 2 Proud 2 Beg,1992
36,Boyz II Men,37,It’s So Hard To Say Goodbye To Yesterday,1992
37,Technotronic,38,Move This,1992
38,Queen,39,Bohemian Rhapsody,1992
39,Arrested Development,40,Tennessee,1992
40,Luther Vandross and Janet Jackson,41,The Best Things In Life Are Free,1992
41,Mariah Carey,42,Make It Happen,1992
42,Elton John,43,The One,1992
43,P.M. Dawn,44,Set Adrift On Memory Bliss,1992
44,Shakespear’s Sister,45,Stay,1992
45,Hammer,46,2 Legit 2 Quit,1992
46,K.W.S.,47,Please Don’t Go,1992
47,Mint Condition,48,Breakin’ My Heart (Pretty Brown Eyes),1992
48,Cover Girls,49,Wishing On A Star,1992
49,Hi-Five,50,She’s Playing Hard To Get,1992
50,P.M. Dawn,51,I’d Die Without You,1992
51,Amy Grant,52,Good For Me,1992
52,Toad The Wet Sprocket,53,All I Want,1992
53,Michael Bolton,54,When A Man Loves A Woman,1992
54,Genesis,55,I Can’t Dance,1992
55,Richard Marx,56,Hazard,1992
56,U2,57,Mysterious Ways,1992
57,George Michael,58,Too Funky,1992
58,Heights,59,How Do You Talk To An Angel,1992
59,U2,60,One,1992
60,CeCe Peniston,61,Keep On Walkin’,1992
61,Genesis,62,Hold On My Heart,1992
62,Karyn White,63,The Way I Feel About You,1992
63,Calms Dion And Peabo Bryson,64,Beauty And The Beast,1992
64,Kris Kross,65,Warm It Up,1992
65,Michael Jackson,66,In The Closet,1992
66,Arrested Development,67,People Everyday,1992
67,Genesis,68,No Son Of Nine,1992
68,Marky Mark And The Funky Bunch,69,Wildside,1992
69,Bryan Adams,70,Do I Have To Say The Words?,1992
70,Cure,71,Friday I’m In Love,1992
71,Ugly Kid Joe,72,Everything About You,1992
72,Paula Abdul,73,Blowing Kisses In The Wind,1992
73,Bryan Adams,74,Thought I’d Died And Gone To Heaven,1992
74,Snap,75,Rhythm Is A Dancer,1992
75,Hammer,76,Addams Groove,1992
76,Michael Bolton,77,Missing You Now,1992
77,N2Deep,78,Back To The Hotel,1992
78,Kathy Troccoli,79,Everything Changes,1992
79,Def Leppard,80,Have You Ever Needed Somone So Bad,1992
80,Richard Marx,81,Take This Heart,1992
81,Firehouse,82,When I Look Into Your Eyes,1992
82,Jade,83,I Wanna Love You,1992
83,Boyz II Men,84,Uhh Ahh,1992
84,Mary J. Blige,85,Real Love,1992
85,The KLF,86,Justified And Ancient,1992
86,Color Me Badd,87,Slow Motion,1992
87,TLC,88,What About Your Friends,1992
88,Color Me Badd,89,Thinkin’ Back,1992
89,Charles and Eddie,90,Would I Lie To You?,1992
90,Amy Grant,91,That’s What Love Is For,1992
91,Richard Marx,92,Keep Coming Back,1992
92,En Vogue,93,Free Your Mind,1992
93,Keith Sweat,94,Keep It Comin’,1992
94,Mr. Big,95,Just Take My Heart,1992
95,Amy Grant,96,I Will Remember You,1992
96,CeCe Peniston,97,We Got A Love Thang,1992
97,Def Leppard,98,Let’s Get Rocked,1992
98,Das EFX,99,They Want EFX,1992
99,Bonnie Raitt,100,I Can’t Make You Love Me,1992
0,Whitney Houston,1,I Will Always Love You,1993
1,Tag Team,2,Whoomp! (There It Is),1993
2,UB40,3,Can’t Help Falling In Love,1993
3,Janet Jackson,4,That’s The Way Love Goes,1993
4,Silk,5,Freak Me,1993
5,SWV,6,Weak,1993
6,Shai,7,If I Ever Fall In Love,1993
7,Mariah Carey,8,Dreamlover,1993
8,Wreckx-N-Effect,9,Rump Shaker,1993
9,Snow,10,Informer,1993
10,Dr. Dre,11,Nuthin’ But A “G” Thang,1993
11,Boyz II Men,12,In The Still Of The Nite,1993
12,Jade,13,Don’t Walk Away,1993
13,H-Town,14,Knockin’ Da Boots,1993
14,Jodeci,15,Lately,1993
15,Duice,16,Dazzey Duks,1993
16,Robin S.,17,Show Me Love,1993
17,Peabo Bryson and Regina Belle,18,A Whole New World,1993
18,Janet Jackson,19,If,1993
19,SWV,20,I’m So Into You,1993
20,Vanessa Willlams and Brian Mcknight,21,Love Is,1993
21,Soul Asylum,22,Runaway Train,1993
22,Expose,23,I’ll Never Get Over You (Getting Over Me),1993
23,Paperboy,24,Ditty,1993
24,Snap,25,Rhythm Is A Dancer,1993
25,Billy Joel,26,The River Of Dreams,1993
26,Proclaimers,27,I’m Gonna Be (500 Miles),1993
27,Spin Doctors,28,Two Princes,1993
28,SWV,29,Right Here (Human Nature)-Downtown,1993
29,Whitney Houston,30,I Have Nothing,1993
30,Arrested Development,31,Mr. Wendal,1993
31,Rod Stewart,32,Have I Told You Lately,1993
32,Shanice,33,Saving Forever For You,1993
33,Duran Duran,34,Ordinary World,1993
34,Tony! Toni! Tone!,35,If I Had No Loot,1993
35,Meat Loaf,36,I’d Do Anything For Love (But I Won’t Do That),1993
36,Onyx,37,Slam,1993
37,P.M. Dawn,38,Looking Through Patient Eyes,1993
38,Whitney Houston,39,I’m Every Woman,1993
39,Shai,40,Baby I’m Yours,1993
40,Duran Duran,41,Come Undone,1993
41,Tina Turner,42,I Don’t Wanna Fight,1993
42,P.M. Dawn,43,I’d Die Without You,1993
43,95 South,44,"Whoot, There It Is",1993
44,Naughty By Nature,45,Hip Hop Hooray,1993
45,Toni Braxton,46,Another Sad Love Song,1993
46,Michael Jackson,47,Will You Be There,1993
47,Shil,48,Comforter,1993
48,Bobby Brown,49,Good Enough,1993
49,4 Non Blondes,50,What’s Up,1993
50,Ace Of Base,51,All That She Wants,1993
51,Prince and The New Power Generation,52,7,1993
52,Dr. Dre,53,Dre Day,1993
53,Brian McKnight,54,One Last Cry,1993
54,Xscape,55,Just Kickin’ It,1993
55,2Pac,56,I Get Around,1993
56,Bon Jovi,57,Bed Of Roses,1993
57,Mary J. Blige,58,Real Love,1993
58,Portrait,59,Here We Go Again!,1993
59,Aerosmith,60,Cryin’,1993
60,Ugly Kid Joe,61,Cats In The Cradle,1993
61,TLC,62,What About Your Friends,1993
62,Positive K,63,I Got A Man,1993
63,Zhane,64,Hey Mr. D.J.,1993
64,Cypress Hill,65,Insane In The Brain,1993
65,Madonna,66,Deeper And Deeper,1993
66,Madonna,67,Rain,1993
67,Jeremy Jordan,68,The Right Kind Of Love,1993
68,Inner Circle,69,Bad Boys,1993
69,Boy Krazy,70,That’s What Love Can Do,1993
70,Jon Secada,71,Do You Believe In Us,1993
71,Jon Secada,72,Angel,1993
72,Kenny G,73,Forever In Love,1993
73,Janet Jackson,74,Again,1993
74,Jazzy Jeff and Fresh Prince,75,Boom! Shake The Room,1993
75,Restless Heart,76,When She Cries,1993
76,Inner Circle,77,Sweat (A La La La La Long),1993
77,Ice Cube,78,It Was A Good Day,1993
78,Captain Hollywood Project,79,More And More,1993
79,Heights,80,How Do You Talk To An Angel,1993
80,Digable Planets,81,Rebirth Of Slick (Cool Like Dat),1993
81,Haddaway,82,What Is Love,1993
82,Michael Bolton,83,To Love Somebody,1993
83,En Vogue,84,"Give It Up, Turn It Loose",1993
84,Kris Kross,85,Alright,1993
85,Ice Cube,86,Check Yo Self,1993
86,Sting,87,Fields Of Gold,1993
87,Dino,88,Ooh Child,1993
88,Go West,89,Faithful,1993
89,Rod Stewart,90,Reason To Believe,1993
90,Tears For Fears,91,Break It Down Again,1993
91,Joey Lawrence,92,Nothin’ My Love Can’t Fix,1993
92,Green Jelly,93,Three Little Pigs,1993
93,Aerosmith,94,Livin’ On The Edge,1993
94,Gin Blossoms,95,Hey Jealousy,1993
95,Sting,96,If I Ever Lose My Faith In You,1993
96,Tony! Toni! Tone!,97,Anniversary,1993
97,Jade,98,One Woman,1993
98,Taylor Dayne,99,Can’t Get Enough Of Your Love,1993
99,Def Leppard,100,Two Steps Behind,1993
0,Ace Of Base,1,The Sign,1994
1,All-4-One,2,I Swear,1994
2,Boyz II Men,3,I’ll Make Love To You,1994
3,Celine Dion,4,The Power Of Love,1994
4,Mariah Carey,5,Hero,1994
5,Lisa Loeb and Nine Stories,6,Stay (I Missed You),1994
6,Toni Braxton,7,Breathe Again,1994
7,"Bryan Adams, Rod Stewart and Sting",8,All For Love,1994
8,Ace Of Base,9,All That She Wants,1994
9,Ace Of Base,10,Don’t Turn Around,1994
10,R. Kelly,11,Bump N’ Grind,1994
11,Janet Jackson,12,Again,1994
12,Madonna,13,I’ll Remember,1994
13,Salt-N-Pepa,14,Whatta Man,1994
14,John Mellencamp and Me’shell Ndegeocello,15,Wild Night,1994
15,Mariah Carey,16,Without You / Never Forget You,1994
16,Toni Braxton,17,You Mean The World To Me,1994
17,Elton John,18,Can You Feel The Love Tonight,1994
18,The Artist Formerly Known As Prince,19,The Most Beautiful Girl In The World,1994
19,Coolio,20,Fantastic Voyage,1994
20,Big Mountain,21,Baby I Love Your Way,1994
21,Warren G and Nate Dogg,22,Regulate,1994
22,Jon Secada,23,If You Go,1994
23,Aaliyah,24,Back & Forth,1994
24,Richard Marx,25,Now And Forever,1994
25,Babyface,26,When Can I See You,1994
26,Bryan Adams,27,Please Forgive Me,1994
27,All-4-One,28,So Much In Love,1994
28,Salt-N-Pepa,29,Shoop,1994
29,Janet Jackson,30,"Any Time, Any Place / And On And On",1994
30,Collective Soul,31,Shine,1994
31,Michael Bolton,32,Said I Loved You…But I Lied,1994
32,Enigma,33,Return To Innocence,1994
33,Sheryl Crow,34,All I Wanna Do,1994
34,Crash Test Dummies,35,Mmm Mmm Mmm Mmm,1994
35,Tevin Campbell,36,Can We Talk,1994
36,Da Brat,37,Funkdafied,1994
37,Meat Loaf,38,I’d Do Anything For Love (But I Won’t Do That),1994
38,Drs,39,Gangsta Lean,1994
39,"10,000 Maniacs",40,Because The Night,1994
40,US3,41,Cantaloop,1994
41,Tag Team,42,Whoomp! (There It Is),1994
42,Melissa Etheridge,43,Come To My Window,1994
43,Changing Faces,44,Stroke You Up,1994
44,Tevin Campbell,45,I’m Ready,1994
45,Crystal Waters,46,100% Pure Love,1994
46,Mariah Carey,47,Anytime You Need A Friend,1994
47,Janet Jackson,48,Because Of Love,1994
48,Cranberries,49,Linger,1994
49,Beck,50,Loser,1994
50,Gin Blossoms,51,Found Out About You,1994
51,Snoop Doggy Dogg,52,Gin And Juice,1994
52,Immature,53,Never Lie,1994
53,Bruce Springsteen,54,Streets Of Philadelphia,1994
54,Domino,55,Getto Jam,1994
55,Luther Vandross and Mariah Carey,56,Endless Love,1994
56,Aaron Hall,57,I Miss You,1994
57,Xscape,58,Understanding,1994
58,Warren G,59,This D.J.,1994
59,Jodeci,60,Cry For You,1994
60,2Pac,61,Keep Ya Head Up,1994
61,Snoop Doggy Dogg,62,Who Am I (What’s My Name?),1994
62,Real McCoy,63,Another Night,1994
63,R. Kelly,64,Your Body’s Callin’,1994
64,69 Boyz,65,Tootsee Roll,1994
65,Jimmy Cliff,66,I Can See Clearly Now,1994
66,Babyface,67,Never Keeping Secrets,1994
67,Aerosmith,68,Crazy,1994
68,Xscape,69,Just Kickin’ It,1994
69,Aaliyah,70,At Your Best (You Are Love),1994
70,Meat Loaf,71,Rock And Roll Dreams Come Through,1994
71,Aerosmith,72,Amazing,1994
72,Erasure,73,Always,1994
73,Zhane,74,Groove Thang,1994
74,Gabrielle,75,Dreams,1994
75,Culture Beat,76,Mr. Vain,1994
76,Tom Petty and The Heartbreakers,77,Mary Jane’s Last Dance,1994
77,SWV,78,Anything,1994
78,Joshua Kadison,79,Beautiful In My Eyes,1994
79,Eternal,80,Stay,1994
80,Craig Mack,81,Flava In Ya Ear,1994
81,Queen Latifah,82,U.N.I.T.Y.,1994
82,Seal,83,Prayer For The Dying,1994
83,Madonna,84,Secret,1994
84,Ini Kamoze,85,Here Comes The Hotstepper,1994
85,Phil Collins,86,Everyday,1994
86,Tim McGraw,87,Don’t Take The Girl,1994
87,Heavy D and The Boyz,88,Got Me Waiting,1994
88,Four Seasons,89,"December 1963 (Oh, What A Night)",1994
89,Tim McGraw,90,Indian Outlaw,1994
90,Bon Jovi,91,Always,1994
91,Melissa Etheridge,92,I’m The Only One,1994
92,Ahmad,93,Back In The Day,1994
93,Bonnie Raitt,94,Love Sneakin’ Up On You,1994
94,General Public,95,I’ll Take You There,1994
95,Tevin Campbell,96,Always In My Heart,1994
96,Haddaway,97,What Is Love,1994
97,Babyface,98,And Our Feelings,1994
98,Ice Cube,99,Bop Gun (One Nation),1994
99,Brandy,100,I Wanna Be Down,1994
0,Coolio,1,Gangsta’s Paradise,1995
1,TLC,2,Waterfalls,1995
2,TLC,3,Creep,1995
3,Seal,4,Kiss From A Rose,1995
4,Boyz II Men,5,On Bended Knee,1995
5,Real McCoy,6,Another Night,1995
6,Mariah Carey,7,Fantasy,1995
7,Madonna,8,Take A Bow,1995
8,Monica,9,Don’t Take It Personal (Just One Of Dem Days),1995
9,Montell Jordan,10,This Is How We Do It,1995
10,Dionne Farris,11,I Know,1995
11,Boyz II Men,12,Water Runs Dry,1995
12,Adina Howard,13,Freak Like Me,1995
13,Blues Traveler,14,Run-Around,1995
14,All-4-One,15,I Can Love You Like That,1995
15,Bryan Adams,16,Have You Ever Really Loved A Woman?,1995
16,Bon Jovi,17,Always,1995
17,Shaggy,18,Boombastic / In The Summertime,1995
18,Nicki French,19,Total Eclipse Of The Heart,1995
19,Des’ree,20,You Gotta Be,1995
20,Michael Jackson,21,You Are Not Alone,1995
21,Hootie and The Blowfish,22,Hold My Hand,1995
22,Notorious B.I.G.,23,One More Chance-Stay With Me,1995
23,Ini Kamoze,24,Here Comes The Hotstepper,1995
24,Soul For Real,25,Candy Rain,1995
25,Hootie and The Blowfish,26,Let Her Cry,1995
26,Blessid Union Of Souls,27,I Believe,1995
27,TLC,28,Red Light Special,1995
28,Janet Jackson,29,Runaway,1995
29,Sheryl Crow,30,Strong Enough,1995
30,Vanessa Williams,31,Colors Of The Wind,1995
31,Jon B.,32,Someone To Love,1995
32,Hootie and The Blowfish,33,Only Wanna Be With You,1995
33,Brownstone,34,If You Love Me,1995
34,Martin Page,35,In The House Of Stone And Light,1995
35,Luniz,36,I Got 5 On It,1995
36,Brandy,37,Baby,1995
37,Real McCoy,38,Run Away,1995
38,Sophie B. Hawkins,39,As I Lay Me Down,1995
39,Mokenstef,40,He’s Mine,1995
40,Collective Soul,41,December,1995
41,Method Man-Mary J. Blige,42,I’ll Be There For You-You’re All I Need To Get By,1995
42,Diana King,43,Shy Guy,1995
43,Melissa Etheridge,44,I’m The Only One,1995
44,Soul For Real,45,Every Little Thing I Do,1995
45,BLACKstreet,46,Before I Let You Go,1995
46,Notorious B.I.G.,47,Big Poppa / Warning,1995
47,4 P.M.,48,Sukiyaki,1995
48,Brandy,49,I Wanna Be Down,1995
49,Boyz II Men,50,I’ll Make Love To You,1995
50,2Pac,51,Dear Mama / Old School,1995
51,Jamie Walters,52,Hold On,1995
52,Dr. Dre,53,Keep Their Heads Ringin’,1995
53,Corona,54,The Rhythm Of The Night,1995
54,Del Amitri,55,Roll To Me,1995
55,Michael Jackson and Janet Jackson,56,Scream / Childhood,1995
56,Jodeci,57,Freek’n You,1995
57,Skee-lo,58,I Wish,1995
58,Elton John,59,Believe,1995
59,Natalie Merchant,60,Carnival,1995
60,Tom Petty,61,You Don’t Know How It Feels,1995
61,Take That,62,Back For Good,1995
62,69 Boyz,63,Tootsee Roll,1995
63,Janet Jackson,64,You Want This-70’s Love Groove,1995
64,Groove Theory,65,Tell Me,1995
65,Total,66,Can’t You See,1995
66,Sheryl Crow,67,All I Wanna Do,1995
67,Subway,68,This Lil’ Game We Play,1995
68,Real McCoy,69,Come And Get Your Love,1995
69,Bon Jovi,70,This Ain’t A Love Song,1995
70,Madonna,71,Secret,1995
71,Junior M.A.F.I.A.,72,Player’s Anthem,1995
72,Naughty By Nature,73,Feel Me Flow,1995
73,Jade,74,Every Day Of The Week,1995
74,Vanessa Williams,75,The Sweetest Days,1995
75,20 Fingers feat. Gillette,76,Short Dick Man,1995
76,Brandy,77,Brokenhearted,1995
77,Annie Lennox,78,No More “I Love You’s”,1995
78,Faith Evans,79,You Used To Love Me,1995
79,Immature,80,Constantly,1995
80,U2,81,"Hold Me, Thrill Me, Kiss Me, Kill Me",1995
81,Crystal Waters,82,100% Pure Love,1995
82,Raphael Saadiq,83,Ask Of You,1995
